Provider Id,Provider Name,Total_Discharges
140118,METROSOUTH MEDICAL CENTER,4673.0
50742,OLYMPIA MEDICAL CENTER,4672.0
450403,MEDICAL CENTER OF MCKINNEY,4669.0
490004,ROCKINGHAM MEMORIAL HOSPITAL,4668.0
490120,CHESAPEAKE REGIONAL MEDICAL CENTER,4667.0
160030,MARY GREELEY MEDICAL CENTER,4657.0
210056,MEDSTAR GOOD SAMARITAN HOSPITAL,4651.0
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,4651.0
310027,TRINITAS REGIONAL MEDICAL CENTER,4648.0
390073,UPMC ALTOONA,4648.0
440053,SAINT THOMAS RUTHERFORD HOSPITAL,4635.0
110177,DOCTORS HOSPITAL,4632.0
470003,FLETCHER ALLEN HOSPITAL OF VERMONT,4620.0
140133,HOLY CROSS HOSPITAL,4616.0
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,4615.0
220031,BOSTON MEDICAL CENTER CORPORATION,4614.0
380018,ASANTE ROGUE REGIONAL MEDICAL CENTER,4610.0
280013,THE NEBRASKA MEDICAL CENTER,4606.0
40026,CHI ST. VINCENT HOSPITAL HOT SPRINGS,4606.0
330193,FLUSHING HOSPITAL MEDICAL CENTER,4602.0
140032,ST ANTHONYS MEMORIAL HOSPITAL,4599.0
460009,UNIVERSITY HEALTH CARE/UNIV HOSPITALS AND CLINICS,4597.0
50036,BAKERSFIELD MEMORIAL HOSPITAL,4592.0
330306,LUTHERAN MEDICAL CENTER,4586.0
190027,CHRISTUS ST PATRICK HOSPITAL,4582.0
470005,RUTLAND REGIONAL MEDICAL CENTER,4572.0
440015,UNIVERSITY OF TN MEMORIAL HOSPITAL,4564.0
310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,4561.0
340098,CAROLINAS HEALTHCARE SYSTEM PINEVILLE,4560.0
10100,THOMAS HOSPITAL,4557.0
490041,MARY IMMACULATE HOSPITAL,4548.0
320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4544.0
310039,RARITAN BAY MEDICAL CENTER,4539.0
40029,CONWAY REGIONAL MEDICAL CENTER,4535.0
50336,LODI MEMORIAL HOSPITAL,4535.0
330027,NASSAU UNIVERSITY MEDICAL CENTER,4534.0
50367,NORTHBAY MEDICAL CENTER,4527.0
50557,MEMORIAL MEDICAL CENTER,4525.0
330259,MERCY MEDICAL CENTER,4522.0
490079,MEMORIAL HOSPITAL OF MARTINSVILLE & HENRY COUNTY,4518.0
30119,MERCY GILBERT MEDICAL CENTER,4512.0
280040,METHODIST HOSPITAL,4510.0
250058,SOUTH CENTRAL REG MED CTR,4501.0
500077,PROVIDENCE HOLY FAMILY HOSPITAL,4498.0
330014,JAMAICA HOSPITAL MEDICAL CENTER,4497.0
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,4491.0
300018,WENTWORTH-DOUGLASS HOSPITAL,4490.0
210032,UNION HOSPITAL OF CECIL COUNTY,4489.0
180045,ST ELIZABETH FLORENCE,4487.0
500064,HARBORVIEW MEDICAL CENTER,4480.0
390028,UPMC MERCY,4480.0
40062,MERCY HOSPITAL FORT SMITH,4475.0
330164,HIGHLAND HOSPITAL,4472.0
500039,HARRISON MEDICAL CENTER,4470.0
340071,BETSY JOHNSON REGIONAL  HOSPITAL,4466.0
210024,MEDSTAR UNION MEMORIAL HOSPITAL,4461.0
450670,TOMBALL REGIONAL MEDICAL CENTER,4459.0
110129,ST FRANCIS HOSPITAL,4453.0
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,4417.0
390110,CONEMAUGH VALLEY MEMORIAL HOSPITAL,4413.0
260180,CHRISTIAN HOSPITAL NORTHEAST,4410.0
230151,BEAUMONT HOSPITAL - FARMINGTON HILLS,4409.0
490120,CHESAPEAKE GENERAL HOSPITAL,4409.0
390123,POTTSTOWN MEMORIAL MEDICAL CENTER,4402.0
670055,METHODIST STONE OAK HOSPITAL,4400.0
190004,THIBODAUX REGIONAL MEDICAL CENTER,4393.0
310050,SAINT CLARE'S HOSPITAL,4392.0
30069,HAVASU REGIONAL MEDICAL CENTER,4389.0
360064,ST ELIZABETH HEALTH CENTER,4388.0
390204,NAZARETH HOSPITAL,4387.0
110129,"ST FRANCIS HOSPITAL, INC",4386.0
330162,NORTHERN WESTCHESTER HOSPITAL,4383.0
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,4382.0
490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,4379.0
140029,COPLEY MEMORIAL HOSPITAL,4377.0
140117,PRESENCE RESURRECTION MEDICAL CENTER,4376.0
340142,CARTERET GENERAL HOSPITAL,4372.0
100028,PARRISH MEDICAL CENTER,4370.0
360145,EMH REGIONAL MEDICAL CENTER,4366.0
330222,SARATOGA HOSPITAL,4365.0
360144,SOUTH POINTE HOSPITAL,4361.0
370013,"MERCY HOSPITAL OKLAHOMA CITY, INC",4358.0
180103,CENTRAL BAPTIST HOSPITAL,4351.0
450668,SIERRA MEDICAL CENTER,4346.0
100001,UF HEALTH JACKSONVILLE,4346.0
450176,MISSION REGIONAL MEDICAL CENTER,4345.0
450743,TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,4336.0
510046,PRINCETON COMMUNITY HOSPITAL,4331.0
440009,CUMBERLAND MEDICAL CENTER,4328.0
10005,MARSHALL MEDICAL CENTER SOUTH,4327.0
450346,MEMORIAL HERMANN BAPTIST BEAUMONT HOSPITAL,4321.0
440029,WILLIAMSON MEDICAL CENTER,4319.0
140048,ADVOCATE TRINITY HOSPITAL,4316.0
150048,REID HOSPITAL & HEALTH CARE SERVICES,4312.0
340151,HALIFAX REGIONAL MEDICAL CENTER INC,4302.0
170012,SALINA REGIONAL HEALTH CENTER,4300.0
390102,UPMC ST MARGARET,4295.0
50243,DESERT REGIONAL MEDICAL CENTER,4274.0
140189,SARAH BUSH LINCOLN HEALTH CENTER,4272.0
450820,HOUSTON METHODIST SUGARLAND HOSPITAL,4267.0
390066,GOOD SAMARITAN HOSPITAL,4263.0
210024,UNION MEMORIAL HOSPITAL,4260.0
100289,CLEVELAND CLINIC HOSPITAL,4257.0
180141,UNIVERSITY OF LOUISVILLE HOSPITAL,4248.0
50262,RONALD REAGAN U C L A MEDICAL CENTER,4247.0
50424,SCRIPPS GREEN HOSPITAL,4245.0
500026,SWEDISH EDMONDS HOSPITAL,4241.0
150048,REID HEALTH,4240.0
160029,MERCY HOSPITAL,4230.0
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,4219.0
160057,GREAT RIVER MEDICAL CENTER,4219.0
450684,MEMORIAL HERMANN NORTHEAST,4219.0
440053,MIDDLE TENNESSEE MEDICAL CENTER INC,4217.0
50108,SUTTER GENERAL HOSPITAL,4208.0
330353,FOREST HILLS HOSPITAL,4200.0
420026,SISTERS OF CHARITY PROVIDENCE HOSPITALS,4199.0
360055,TRUMBULL MEMORIAL HOSPITAL,4198.0
390036,HERITAGE VALLEY BEAVER,4188.0
170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,4187.0
390042,"WASHINGTON HOSPITAL, THE",4185.0
450128,KNAPP MEDICAL CENTER,4183.0
50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,4180.0
360011,MARION GENERAL HOSPITAL,4171.0
390073,ALTOONA REGIONAL HEALTH SYSTEM,4162.0
320009,LOVELACE MEDICAL CENTER,4160.0
30055,KINGMAN REGIONAL MEDICAL CENTER,4153.0
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),4153.0
220015,"COOLEY DICKINSON HOSPITAL INC,THE",4137.0
50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,4135.0
310060,ST LUKE'S WARREN HOSPITAL,4128.0
360064,ST ELIZABETH YOUNGSTOWN HOSPITAL,4126.0
360039,GENESIS HOSPITAL,4123.0
350070,ESSENTIA HEALTH-FARGO,4122.0
110011,TANNER MEDICAL CENTER - CARROLLTON,4121.0
280060,CHI HEALTH BERGAN MERCY,4113.0
110024,CANDLER HOSPITAL,4112.0
300023,EXETER HOSPITAL INC,4110.0
100051,SOUTH LAKE HOSPITAL,4106.0
90004,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,4106.0
150035,PORTER REGIONAL HOSPITAL,4100.0
390211,SHARON REGIONAL HEALTH SYSTEM,4097.0
100156,LAKE CITY MEDICAL CENTER,4088.0
10029,EAST ALABAMA MEDICAL CENTER AND SNF,4087.0
330226,UNITY HOSPITAL OF ROCHESTER,4085.0
50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,4084.0
50153,O'CONNOR HOSPITAL,4082.0
140002,ALTON MEMORIAL HOSPITAL,4082.0
50557,MEMORIAL  MEDICAL CENTER,4080.0
100167,PLANTATION GENERAL HOSPITAL,4074.0
140166,ST MARYS HOSPITAL,4072.0
520096,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,4072.0
340042,ONSLOW MEMORIAL HOSPITAL,4067.0
150035,PORTER VALPARAISO HOSPITAL,4057.0
60112,SKY RIDGE MEDICAL CENTER,4055.0
260091,SSM ST MARYS HEALTH CENTER,4052.0
50701,SOUTHWEST HEALTHCARE SYSTEM,4046.0
110165,SOUTHERN REGIONAL MEDICAL CENTER,4046.0
100045,FLORIDA HOSPITAL DELAND,4042.0
360076,ATRIUM MEDICAL CENTER,4041.0
440161,CENTENNIAL MEDICAL CENTER,4039.0
320001,UNM HOSPITAL,4029.0
100030,HEALTH CENTRAL,4029.0
230277,HURON VALLEY-SINAI HOSPITAL,4028.0
50103,WHITE MEMORIAL MEDICAL CENTER,4019.0
310017,CHILTON MEDICAL CENTER,4018.0
300020,SOUTHERN NH MEDICAL CENTER,4015.0
360118,MEDCENTRAL HEALTH SYSTEM,4015.0
210039,CALVERT MEMORIAL HOSPITAL,4010.0
250099,GREENWOOD LEFLORE HOSPITAL,4009.0
30002,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,4003.0
110006,ST MARY'S HOSPITAL,4001.0
360133,GRANDVIEW HOSPITAL & MEDICAL CENTER,3997.0
310010,UNIV MEDICAL CENTER OF PRINCETON AT PLAINSBORO,3996.0
100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,3996.0
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,3992.0
30093,BANNER DEL E. WEBB MEDICAL CENTER,3989.0
100284,WESTCHESTER GENERAL HOSPITAL,3988.0
500141,ST FRANCIS COMMUNITY HOSPITAL,3987.0
510050,WHEELING HOSPITAL,3985.0
370094,MIDWEST REGIONAL MEDICAL CENTER,3981.0
50503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,3978.0
260095,CENTERPOINT MEDICAL CENTER,3972.0
50107,MARIAN REGIONAL MEDICAL CENTER,3969.0
150153,ST VINCENT HEART CENTER OF INDIANA LLC,3967.0
290045,ST ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,3965.0
150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,3961.0
250082,DELTA REGIONAL MEDICAL CENTER,3960.0
50084,ST JOSEPHS MED CENTER OF STOCKTON,3958.0
330273,PUTNAM HOSPITAL CENTER,3945.0
180001,ST ELIZABETH FT THOMAS,3945.0
330078,SISTERS OF CHARITY HOSPITAL,3943.0
450002,PROVIDENCE MEMORIAL HOSPITAL,3942.0
390057,GRAND VIEW HOSPITAL,3929.0
500150,LEGACY SALMON CREEK MEDICAL CENTER,3928.0
220029,ANNA JAQUES HOSPITAL,3926.0
100232,PUTNAM COMMUNITY MEDICAL CENTER,3924.0
160110,ALLEN MEMORIAL HOSPITAL,3922.0
220060,JORDAN HOSPITAL INC,3920.0
310039,RARITAN BAY MEDICAL CENTER PERTH AMBOY DIVISION,3919.0
280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,3917.0
390096,ST JOSEPH MEDICAL CENTER,3910.0
50696,KECK HOSPITAL OF USC,3906.0
310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,3906.0
130049,KOOTENAI HEALTH,3903.0
390026,CHESTNUT HILL HOSPITAL,3901.0
360132,FORT HAMILTON HUGHES MEMORIAL HOSPITAL,3894.0
50009,QUEEN OF THE VALLEY MEDICAL CENTER,3892.0
130006,ST LUKES REGIONAL MEDICAL CENTER,3889.0
210016,WASHINGTON ADVENTIST HOSPITAL,3887.0
350006,TRINITY HOSPITALS,3878.0
230216,PORT HURON HOSPITAL,3877.0
10019,HELEN KELLER MEMORIAL HOSPITAL,3869.0
70036,JOHN DEMPSEY HOSPITAL,3868.0
190017,OPELOUSAS GENERAL HEALTH SYSTEM,3860.0
360003,"UNIVERSITY HOSPITAL, INC",3858.0
60015,CENTURA HEALTH-ST ANTHONY HOSPITAL,3857.0
30002,BANNER GOOD SAMARITAN MEDICAL CENTER,3848.0
670034,SCOTT & WHITE HOSPITAL-ROUND ROCK,3844.0
360118,OHIOHEALTH MANSFIELD HOSPITAL,3841.0
50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,3840.0
440133,SAINT THOMAS MIDTOWN HOSPITAL,3840.0
10078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,3840.0
110075,EAST GEORGIA REGIONAL MEDICAL CENTER,3838.0
330028,RICHMOND UNIVERSITY MEDICAL CENTER,3833.0
140150,UNIVERSITY OF ILLINOIS HOSPITAL,3833.0
450015,PARKLAND HEALTH AND HOSPITAL SYSTEM,3831.0
210062,MEDSTAR SOUTHERN MARYLAND HOSPITAL CENTER,3831.0
260183,ST FRANCIS MEDICAL CENTER,3830.0
260047,CAPITAL REGION MEDICAL CENTER,3828.0
220031,BOSTON MEDICAL CENTER CORPORATION-,3824.0
50441,STANFORD HOSPITAL,3821.0
420080,HILTON HEAD REGIONAL MEDICAL CENTER,3817.0
450890,BAYLOR REGIONAL MEDICAL CENTER AT PLANO,3812.0
100122,NORTH OKALOOSA MEDICAL CENTER,3810.0
440003,SUMNER REGIONAL MEDICAL CENTER,3804.0
380090,BAY AREA HOSPITAL,3803.0
40134,ARKANSAS HEART HOSPITAL,3802.0
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,3797.0
50390,HEMET VALLEY MEDICAL CENTER,3796.0
30024,ST. JOSEPH'S HOSPITAL AND MEDICAL CENTER,3787.0
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,3784.0
390119,MOSES TAYLOR HOSPITAL,3783.0
100053,HIALEAH HOSPITAL,3782.0
310081,UNDERWOOD - MEMORIAL HOSPITAL,3782.0
110161,NORTHSIDE HOSPITAL,3782.0
50290,SAINT JOHN'S HEALTH CENTER,3781.0
360095,BLANCHARD VALLEY HOSPITAL,3772.0
220011,CAMBRIDGE HEALTH ALLIANCE,3767.0
390009,SAINT VINCENT HEALTH CENTER,3767.0
260186,LAKE REGIONAL HEALTH SYSTEM,3760.0
110229,"PIEDMONT NEWNAN HOSPITAL, INC",3739.0
360009,LIMA MEMORIAL HEALTH SYSTEM,3731.0
100063,MORTON PLANT NORTH BAY HOSPITAL,3725.0
40026,ST JOSEPHS MERCY HEALTH CENTER INC,3723.0
330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,3722.0
250104,ANDERSON REGIONAL MEDICAL CTR,3719.0
70011,CHARLOTTE HUNGERFORD HOSPITAL,3717.0
290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,3715.0
50126,VALLEY PRESBYTERIAN HOSPITAL,3714.0
500041,PEACHEALTH ST JOHN MEDICAL CENTER,3710.0
50135,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,3706.0
100135,TALLAHASSEE MEMORIAL HEALTHCARE,3705.0
30087,SCOTTSDALE HEALTHCARE-SHEA MEDICAL CENTER,3705.0
390001,GEISINGER - COMMUNITY MEDICAL CENTER,3683.0
50523,SUTTER DELTA MEDICAL CENTER,3680.0
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,3679.0
510048,LOGAN REGIONAL MEDICAL CENTER,3676.0
220060,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,3673.0
170137,LAWRENCE MEMORIAL HOSPITAL,3673.0
50056,ANTELOPE VALLEY HOSPITAL MED CENTER,3671.0
330261,PHELPS MEMORIAL HOSPITAL ASSN,3663.0
330181,GLEN COVE HOSPITAL,3657.0
150115,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,3655.0
410012,MIRIAM HOSPITAL,3654.0
10078,NORTHEAST ALABAMA REGIONAL MED CENTER,3652.0
50013,ST HELENA HOSPITAL,3651.0
310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,3645.0
150046,TERRE HAUTE REGIONAL HOSPITAL,3635.0
370013,"MERCY HEALTH CENTER, INC",3635.0
340143,CATAWBA VALLEY MEDICAL CENTER,3630.0
150158,IU HEALTH WEST HOSPITAL,3630.0
100070,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,3625.0
60064,CENTURA HEALTH-PORTER ADVENTIST HOSPITAL,3622.0
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,3621.0
450200,WADLEY REGIONAL MEDICAL CENTER,3617.0
450346,BAPTIST BEAUMONT HOSPITAL,3616.0
500003,SKAGIT VALLEY HOSPITAL,3611.0
310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,3611.0
450137,BAYLOR ALL SAINTS MEDICAL CENTER AT FW,3609.0
370026,ST MARY'S REGIONAL MEDICAL CENTER,3606.0
520070,MAYO CLINIC HEALTH SYSTEM IN EAU CLAIRE,3605.0
100092,WUESTHOFF MEDICAL CENTER  ROCKLEDGE,3602.0
110030,CARTERSVILLE MEDICAL CENTER,3600.0
50757,ALVARADO HOSPITAL MEDICAL CENTER,3599.0
440006,TRISTAR SKYLINE MEDICAL CENTER,3598.0
280040,THE NEBRASKA METHODIST HOSPITAL,3593.0
210018,MONTGOMERY GENERAL HOSPITAL INC,3590.0
450862,ST LUKE'S THE WOODLANDS HOSPITAL,3588.0
50150,SIERRA NEVADA MEMORIAL HOSPITAL,3587.0
190015,"NORTH OAKS MEDICAL CENTER, LLC",3587.0
50129,ST BERNARDINE MEDICAL CENTER,3586.0
250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,3586.0
80006,NANTICOKE MEMORIAL HOSPITAL,3575.0
160024,IOWA LUTHERAN HOSPITAL,3569.0
150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,3568.0
140091,CARLE FOUNDATION HOSPITAL,3567.0
450644,WEST HOUSTON MEDICAL CENTER,3562.0
230167,MCLAREN GREATER LANSING,3560.0
110091,ROCKDALE MEDICAL CENTER,3556.0
140082,LOUIS A WEISS MEMORIAL HOSPITAL,3554.0
390168,BUTLER MEMORIAL HOSPITAL,3553.0
330221,WYCKOFF HEIGHTS MEDICAL CENTER,3553.0
60032,ROSE MEDICAL CENTER,3545.0
450662,VALLEY REGIONAL MEDICAL CENTER,3544.0
390012,LANSDALE HOSPITAL,3543.0
60023,ST MARYS  MEDICAL CENTER,3543.0
420036,SPRINGS MEMORIAL HOSPITAL,3540.0
50737,GARFIELD MEDICAL CENTER,3537.0
390091,UPMC NORTHWEST,3535.0
260105,SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL,3535.0
320018,MEMORIAL MEDICAL CENTER INC,3532.0
390076,BRANDYWINE HOSPITAL,3532.0
360174,UPPER VALLEY MEDICAL CENTER,3530.0
340008,SCOTLAND MEMORIAL HOSPITAL,3529.0
500151,ST ANTHONY HOSPITAL,3528.0
260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,3526.0
40022,"NW ARKANSAS HOSPITALS, LLC",3519.0
440133,BAPTIST HOSPITAL,3518.0
510062,BECKLEY ARH HOSPITAL,3517.0
260023,JEFFERSON REGIONAL MEDICAL CENTER,3517.0
50225,FEATHER RIVER HOSPITAL,3516.0
330004,KINGSTON HOSPITAL,3509.0
340155,DUKE REGIONAL HOSPITAL,3508.0
50290,PROVIDENCE SAINT JOHN'S HEALTH CENTER,3506.0
340155,DURHAM REGIONAL HOSPITAL,3502.0
370215,OKLAHOMA HEART HOSPITAL,3498.0
100217,SEBASTIAN RIVER MEDICAL CENTER,3496.0
100177,CAPE CANAVERAL HOSPITAL,3492.0
190039,WEST JEFFERSON MEDICAL CENTER,3492.0
220046,BERKSHIRE MEDICAL CENTER INC,3491.0
520089,MERITER HSPTL,3491.0
450034,CHRISTUS SOUTHEAST TEXAS- ST ELIZABETH,3488.0
140043,CGH MEDICAL CENTER,3486.0
490042,CARILION NEW RIVER VALLEY MEDICAL CENTER,3485.0
330201,KINGSBROOK JEWISH MEDICAL CENTER,3479.0
160080,MERCY MEDICAL CENTER-CLINTON,3472.0
40084,SALINE MEMORIAL HOSPITAL,3470.0
450702,LONGVIEW REGIONAL MEDICAL CENTER,3467.0
450352,HUNT REGIONAL MEDICAL CENTER,3465.0
10104,GRANDVIEW MEDICAL CENTER,3461.0
340021,CLEVELAND REGIONAL MEDICAL CENTER,3451.0
150008,ST CATHERINE HOSPITAL INC,3449.0
500072,OLYMPIC MEDICAL CENTER,3446.0
330219,ERIE COUNTY MEDICAL CENTER,3444.0
180017,T J SAMSON COMMUNITY HOSPITAL,3439.0
50551,LOS ALAMITOS MEDICAL CENTER,3436.0
30115,BANNER ESTRELLA MEDICAL CENTER,3434.0
310084,KIMBALL MEDICAL CENTER,3432.0
180104,BAPTIST HEALTH PADUCAH,3426.0
310054,HACKENSACK-UMC MOUNTAINSIDE,3422.0
270051,KALISPELL REGIONAL MEDICAL CENTER,3421.0
360218,LICKING MEMORIAL HOSPITAL,3418.0
260180,CHRISTIAN HOSPITAL NORTHEAST-NORTHWEST,3415.0
440185,SKYRIDGE MEDICAL CENTER,3413.0
390110,CONEMAUGH MEMORIAL MEDICAL CENTER,3408.0
100067,ST ANTHONY'S HOSPITAL,3408.0
50755,SHERMAN OAKS HOSPITAL,3408.0
390113,MEADVILLE MEDICAL CENTER,3407.0
310083,EAST ORANGE GENERAL HOSPITAL,3406.0
70027,MANCHESTER MEMORIAL HOSPITAL,3406.0
50663,LOS ANGELES COMMUNITY HOSPITAL,3405.0
450389,EAST TEXAS MEDICAL CENTER ATHENS,3404.0
100047,CHARLOTTE REGIONAL MEDICAL CENTER,3397.0
40004,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,3396.0
260001,ST JOHN'S REGIONAL MEDICAL CENTER,3383.0
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH,3383.0
50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,3380.0
280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,3380.0
60113,CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL,3379.0
390233,HANOVER HOSPITAL,3376.0
10085,DECATUR MORGAN HOSPITAL-DECATUR CAMPUS,3368.0
340020,CENTRAL CAROLINA HOSPITAL,3365.0
390041,UNIONTOWN HOSPITAL,3365.0
50590,METHODIST HOSPITAL OF SACRAMENTO,3362.0
440035,GATEWAY MEDICAL CENTER,3359.0
40062,ST EDWARD MERCY MEDICAL CENTER,3346.0
200001,ST JOSEPH HOSPITAL,3345.0
310054,MOUNTAINSIDE HOSPITAL,3341.0
230105,MCLAREN - NORTHERN MICHIGAN,3340.0
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,3340.0
450718,ROUND ROCK MEDICAL CENTER,3335.0
220024,HOLYOKE MEDICAL CENTER,3333.0
230004,"MERCY HEALTH PARTNERS, MERCY CAMPUS",3327.0
330094,COLUMBIA MEMORIAL HOSPITAL,3324.0
260009,BOTHWELL REGIONAL HEALTH CENTER,3324.0
360152,DOCTORS HOSPITAL,3322.0
50104,SAINT FRANCIS MEDICAL CENTER,3313.0
10103,BAPTIST MEDICAL CENTER-PRINCETON,3311.0
110184,WELLSTAR DOUGLAS HOSPITAL,3305.0
150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,3302.0
370215,"OKLAHOMA HEART HOSPITAL, LLC",3294.0
170182,MENORAH MEDICAL CENTER,3292.0
260191,BARNES-JEWISH ST PETERS HOSPITAL,3291.0
450844,HOUSTON METHODIST WILLOWBROOK HOSPITAL,3290.0
300011,ST JOSEPH HOSPITAL,3286.0
240004,HENNEPIN COUNTY MEDICAL CENTER 1,3280.0
50204,PALMDALE REGIONAL MEDICAL CENTER,3276.0
200039,MAINE GENERAL MEDICAL CENTER,3271.0
50006,ST JOSEPH HOSPITAL,3270.0
100242,GULF COAST REGIONAL MEDICAL CENTER,3264.0
30038,SCOTTSDALE OSBORN MEDICAL CENTER,3263.0
450007,PETERSON REGIONAL MEDICAL CENTER,3262.0
260176,DES PERES HOSPITAL,3260.0
290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,3260.0
50492,CLOVIS COMMUNITY MEDICAL CENTER,3257.0
130028,PORTNEUF MEDICAL CENTER,3257.0
180051,JENNIE STUART MEDICAL CENTER,3250.0
230216,MCLAREN PORT HURON,3249.0
40078,NATIONAL PARK MEDICAL CENTER,3247.0
290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3247.0
420070,TUOMEY HEALTHCARE SYSTEM,3246.0
50132,SAN GABRIEL VALLEY MEDICAL CENTER,3239.0
30105,BANNER HEART HOSPITAL,3237.0
210061,ATLANTIC GENERAL HOSPITAL,3237.0
100077,BAYFRONT HEALTH PORT CHARLOTTE,3233.0
140286,KISHWAUKEE COMMUNITY HOSPITAL,3232.0
380075,PROVIDENCE MEDFORD MEDICAL CENTER,3229.0
360192,UH GEAUGA MEDICAL CENTER,3228.0
330157,SAMARITAN MEDICAL CENTER,3227.0
140289,ANDERSON HOSPITAL,3227.0
260025,HANNIBAL REGIONAL HOSPITAL,3222.0
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,3221.0
180143,SAINT JOSEPH EAST,3214.0
190176,TULANE MEDICAL CENTER,3207.0
360010,UNION HOSPITAL,3203.0
360091,MEDINA HOSPITAL,3203.0
360236,MERCY HOSPITAL CLERMONT,3202.0
230236,METRO HEALTH HOSPITAL,3201.0
450213,UNIVERSITY HEALTH SYSTEM,3198.0
310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,3195.0
110164,COLISEUM MEDICAL CENTER,3192.0
10149,BAPTIST MEDICAL CENTER EAST,3187.0
260110,SOUTHEAST MISSOURI HOSPITAL,3181.0
250104,ANDERSON REGIONAL MEDICAL CENTER,3181.0
100126,PALMS OF PASADENA HOSPITAL,3176.0
10089,WALKER BAPTIST MEDICAL CENTER,3175.0
10103,PRINCETON BAPTIST MEDICAL CENTER,3175.0
110125,FAIRVIEW PARK HOSPITAL,3172.0
140051,SKOKIE HOSPITAL,3168.0
420026,PROVIDENCE HEALTH,3167.0
260001,MERCY HOSPITAL JOPLIN,3167.0
390001,COMMUNITY MEDICAL CENTER,3151.0
310017,CHILTON HOSPITAL,3150.0
450087,NORTH HILLS HOSPITAL,3149.0
140162,ST JOSEPH MEDICAL CENTER,3148.0
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,3147.0
30011,CARONDELET ST JOSEPHS HOSPITAL,3144.0
50709,DESERT VALLEY HOSPITAL,3141.0
310081,INSPIRA MEDICAL CENTER WOODBURY,3141.0
160146,ST LUKES REGIONAL MEDICAL CENTER,3137.0
190046,TOURO INFIRMARY,3137.0
150109,FRANCISCAN HEALTH LAFAYETTE,3130.0
500124,EVERGREENHEALTH MEDICAL CENTER,3119.0
100183,CORAL GABLES HOSPITAL,3117.0
10104,TRINITY MEDICAL CENTER,3117.0
360081,MERCY ST CHARLES HOSPITAL,3113.0
140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,3109.0
510023,WEIRTON MEDICAL CENTER,3105.0
70031,GRIFFIN HOSPITAL,3093.0
